Export;EXP-2023-01 (20230707 04:39);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01908;NL10107;NL10131;NL10133;NL10136;NL10137;NL10138;NL10227;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10446;NL10520;NL10537;NL10538;NL10547;NL10548;NL10549;NL10631;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49546;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704;NL53001;NL53004;NL53015;NL53016
NO2;uur;µg/m³;20130720 16:00;20130720 17:00;24.8;16.4;16.3;13.6;8.5;4.9;5.1;10.6;14.6;4.3;3.8;;11.04;4.49;11.31;21;15.5;;;5.6;4.98;20.66;13.21;7.18;5.27;;6.13;3.62;14.29;7.48;8;;8.64;7.21;4.71;4.65;4.96;22.05;4.27;;21.63;3.3;8.13;;2.58;2.82;2.38;7.22;15.62;3.22;5.52;5.51;3.04;3.64;27.44;8.33;3.53;2.44;2.35;;;7.79;2.43;19;3;37;13;6;34;13;16;1;3;4;12;9.5;17.1;12.1;6;3;6;4;;;16.7;9.1
NO2;uur;µg/m³;20130720 17:00;20130720 18:00;20.7;11.1;9.7;12.7;8.4;5.6;5.2;17.3;12.3;3.6;4.6;;14.78;4.41;12.77;23.34;17.86;;;4.78;4.69;14.09;11.06;8.37;4.76;;8.63;3.98;14.75;10.11;8.04;;8.42;7.09;5.24;5.09;4.85;17.63;4.27;;19.69;3.17;6.64;;2.37;4.17;3.07;4.84;15.64;4.55;6.1;4.74;3.35;3.81;23.59;7.65;3.17;2.29;2.72;;;6.14;2.28;22;3;38;14;6;31;9;17;5;3;4;;;10.5;;7;4;5;4;;;13;10
NO2;uur;µg/m³;20130720 18:00;20130720 19:00;15.2;11.2;9.4;11.5;8.6;5.6;5;18.7;13.2;3.8;4;;15.7;3.53;17.42;25.28;18.37;;;4.87;5.29;13.37;12.18;7.86;5.06;;7.05;3.74;7.07;7.96;8.61;;8.56;5.97;4.9;4.46;4.47;17.41;4.55;;17.54;2.53;8.52;;3.23;4.17;3.29;4.89;13.45;4.32;7.12;4.28;3.74;3.85;21.94;8.37;3.35;2.51;2.31;;;7.13;3.42;16;4;35;10;6;31;9;17;5;3;3;8;11.5;10.5;8.5;9;4;4;4;;;15;8.7
NO2;uur;µg/m³;20130720 19:00;20130720 20:00;25.2;14.2;12;14.7;9.3;5.1;5.6;15.3;13.5;6.5;7.3;;21.75;5.18;17.75;26.45;17.96;;;8.11;5.99;20.55;19.07;10.96;6.52;;5.79;4.32;6;8.29;10.39;;9.42;7.78;4.98;5.28;5.54;25.38;6.69;;16.88;3.9;11.07;;5.32;3.66;4.28;7.53;17.67;6.35;8.25;5.43;4.25;4.86;28.97;10.46;2.94;5.26;3.08;;;12.84;5.72;23;5;56;12;11;34;12;19;7;6;4;11;9;15.5;11.5;9;5;8;4;;;13.6;7.4
NO2;uur;µg/m³;20130720 20:00;20130720 21:00;30.2;19.9;23;20.9;16.4;10;7.5;17.9;20.1;9.6;4.7;;33.31;11.61;20.83;30.04;21.23;;;15.82;6.31;18.6;20.15;19.8;8.93;;7.2;6.77;8.13;9.62;16.18;;14;14.02;6.43;8.45;8.51;26;11.25;;20.15;4.45;14.92;;11.4;17.82;6;10.12;27.82;7.61;14.95;7.1;5.51;9.71;43.93;22.16;8.14;5.88;4.72;;;9.26;5.56;34;6;72;14;11;;15;23;7;10;7;26;7;25.5;26.5;18;6;16;6;;;16.3;9.4
NO2;uur;µg/m³;20130720 21:00;20130720 22:00;43.6;37.7;35.5;23.3;19.9;15;12.1;39.6;29.6;14.3;6.5;;32.62;26.12;23.16;32.89;24.49;;;31.11;6.72;21.85;24.28;28.14;11.63;;10.17;10.9;21.04;15.35;20.65;;14.56;47.82;16.62;16.1;6.81;37.92;20.79;;13.57;5.59;22.67;;13.43;5.86;9.6;33.26;34.89;11.19;27.79;12.64;6.16;17.88;58.5;34.57;9.59;4.84;6.99;;;8.98;5.36;28;6;49;10;11;;15;19;6;10;7;21;7;20.5;25.5;19;6;6;7;;;16.7;15.1
NO2;uur;µg/m³;20130720 22:00;20130720 23:00;38.4;61.6;44.2;35.4;23.9;18.8;20.1;67.1;45.6;35.5;6.4;;30.29;35.64;23.09;37.19;24.58;;;26;7.98;18.64;29.03;34.34;13.74;;10.99;17.43;22.22;20.59;27.45;;22.98;47.07;29.24;25.3;4.49;50.6;21.95;;18.81;6.8;21.83;;14.27;4.24;11.11;35.85;33.33;31.38;35.52;16.59;10.24;26.12;51.52;31.68;7.61;6.54;6.15;;;9.16;4.96;29;4;39;;12;35;10;16;6;7;7;21;9;14;18.5;15;7;16;7;;;18.1;13.3
NO2;uur;µg/m³;20130720 23:00;20130721 00:00;54.2;58.4;42.6;32.5;29.4;14.6;35.5;54.7;55.1;27;12.1;;31.81;31.03;16.03;40.02;24.03;;;34.67;9.41;20.52;29.1;31.75;15.93;;13.35;22.44;19.43;19.69;21.36;;31.62;44.69;30.03;51.5;4.16;35.25;40.08;;17.65;3.32;11.67;;8.72;5.3;12.48;27.12;24.41;11.07;31.57;20.27;11.82;24.62;40.03;30.06;8.26;6.82;3.37;;;7.45;4.39;31;5;31;10;12;21;11;16;6;10;7;7;10;13;8;9;10;28;7;;;14.6;10.5
NO2;uur;µg/m³;20130721 00:00;20130721 01:00;45.9;47.7;35.9;26;27;14.1;23.2;30.3;39;38.7;11.3;;27.64;38.52;12.79;32.99;23.69;;;28.32;9.41;23.09;29.41;24.65;21.81;;24.5;20.8;20.39;13.46;11.11;;28.93;33.18;26.04;30.99;7.87;22.49;25.21;;11.24;4.15;8.96;;8.91;8.07;7.14;17.08;15.1;6.46;15.73;21.02;12;13.62;33.67;29.48;9.29;6.82;5.83;;;7.51;3.91;23;5;29;11;15;15;10;13;8;9;8;7;12;14;9;9;9;22;7;;;21.8;13.9
NO2;uur;µg/m³;20130721 01:00;20130721 02:00;52.3;44.1;29.8;19.5;20.5;14.1;18.6;22.5;28.4;36.7;7.1;;27.28;34.81;13.11;40.59;30.18;;;25.72;9.51;21.5;21.33;21.6;23.57;;22.49;21.64;20.57;18.38;12.52;;21.01;23.13;25.04;29.46;12.93;18.78;14.38;;8.95;3.98;9.65;;9.4;8.34;7;11.49;14.11;7.66;10.72;14.51;13.22;10.08;23.35;21.16;9.36;6.02;6.06;7.42;;8.01;4.5;28;5;26;14;17;11;9;15;8;9;6;8;12;14;9;9;7;18;5;;;20;11.7
NO2;uur;µg/m³;20130721 02:00;20130721 03:00;36.5;29.7;26.8;11.3;14.2;11.2;8.7;16.5;15;15.2;13.7;;34.18;27.99;11.06;33.62;27.22;;;28.37;10.47;22.86;23.24;18.4;19.23;;23.51;20.96;27.66;33.07;12.68;;14.54;12.68;15.29;25.84;14.11;21.27;7.3;;12.57;4.01;9.86;;8.63;10.83;7.68;9.36;12.18;8.62;9.9;11.13;11.29;9.6;22.17;21.68;9.59;5.82;5.42;8.32;;9.15;5.6;17;5;21;11;17;11;7;13;8;8;7;13;30.1;16.5;10;10;7;24;5;;;21.6;9.2
NO2;uur;µg/m³;20130721 03:00;20130721 04:00;34.3;24.5;27.4;9.5;13;8.7;8.2;16;13.6;9.9;19.8;;28.74;21.31;11.13;35.67;31;;;39.46;12.83;22.89;25.26;27.16;16.13;;25.29;23.97;32.83;22.06;12.14;;11.76;10.18;12.43;14.05;12.59;21.64;8.99;;11.1;4.36;8.4;;8.7;7.88;7.84;9.53;11.93;6.53;10.38;10.74;10.56;10.17;27.21;24.99;9.97;6.3;5.2;8.12;;7.63;5.64;19;5;17;9;17;12;7;13;9;8;7;6;15.5;17.5;9;10;9;24;6;;;18.5;8.1
NO2;uur;µg/m³;20130721 04:00;20130721 05:00;24.5;23;21.8;8.6;12.1;9.9;8.5;14.1;12.8;8.3;26;;27.13;20.93;10.99;27.48;27.87;;;26.36;16.25;21.8;25.37;21.03;15.27;;13.26;25.95;16.79;31.57;9.57;;11.83;10.72;10.89;12.73;12.37;15.69;8.8;;9.61;4.6;8.79;;10.3;8.54;7.77;10.89;12.94;12.24;10.98;9.89;10.43;11.66;32.1;26.65;10.65;7.04;5.51;8.11;;8.16;6.24;22;5;18;11;14;11;8;11;9;7;8;6;12;22.1;14;13;8;25;7;;;13.7;8.9
NO2;uur;µg/m³;20130721 05:00;20130721 06:00;25.6;15.2;25.8;10.6;12.7;10.7;9.3;19;15.1;7.7;17.5;;21.46;18.81;8.78;29.35;28.67;;;22.63;15.93;21.07;22.8;24.17;18.68;;11.84;25.75;10;24.53;8.05;;10.45;13.11;10.15;20.2;13.81;17.04;8.5;;8.97;5.25;9.65;;10.02;7.42;8.9;11.65;12.02;9.8;10.29;10.89;11.54;12.95;20.82;25.37;11.7;8.05;6.71;6.48;;10.53;8.12;14;6;25;13;13;11;10;12;9;8;9;10;11.5;22.6;17.5;11;8;28;6;;;15.7;7.7
NO2;uur;µg/m³;20130721 06:00;20130721 07:00;23.1;14.1;25.6;12.8;14.4;12.8;10.6;18.8;16.6;8;14;;15.22;20.73;11.75;27.99;26.92;;;19.16;14.05;18.5;20.99;22.96;18.11;;12.38;22.19;10.09;28.8;10.15;;11.81;14.3;11.16;21.64;11.8;11.03;7.62;;13.93;5.67;8.96;;8.46;7.75;7.18;10.18;11.34;9.65;9.87;11.45;11.95;9.5;22.64;20.28;10.57;8.1;6.84;7.95;;11.76;7.52;16;6;25;14;13;13;15;12;11;8;9;9;25.1;20.6;20.6;13;8;22;7;;;16.1;8.2
NO2;uur;µg/m³;20130721 07:00;20130721 08:00;24.7;15.8;29.6;18.1;16.2;12.7;13.3;21.7;16.7;10.1;15.2;;13.91;19.87;14.74;21.67;19.88;;;15.92;14.06;17.7;18.29;19.88;16.04;;13.99;22.37;12.03;29.11;15.63;;17.74;35.38;14.4;19.73;12.08;10.19;9.38;;25.83;5.98;8.29;;6.28;7.11;6.27;9.38;10.65;7.68;11.18;10.34;12.11;7.8;18.29;14.94;9.98;8.18;7.61;8.58;;9.62;8.67;23;6;31;18;13;20;13;17;10;10;8;11;26.6;20.6;18.6;12;7;23;6;;;15.7;8.2
NO2;uur;µg/m³;20130721 08:00;20130721 09:00;30.1;18.1;27.7;18.4;18.7;12;13.5;24.6;19.4;17.1;19.3;;9.7;15.85;13.1;19.29;13.3;;;15.31;14.45;19.94;19.28;17.17;14.25;;12.31;15.79;12.02;30.59;20.43;;19.68;36.95;12.12;14.84;11.22;14.74;12.26;;24.61;5.57;9.5;;5.71;7.03;7.57;11.74;18.69;6.04;10.12;9.8;10.02;6.23;20.88;13.29;8.45;7.3;7.61;6.98;;7.89;6.75;31;5;35;18;8;15;15;22;10;10;8;15;18.6;20.6;18.6;8;7;28;8;;;16;
NO2;uur;µg/m³;20130721 09:00;20130721 10:00;25.2;20.1;23.8;18.2;15.4;10.1;11.1;27.8;16.5;20.2;21.6;;6.69;16.74;9.85;18.7;9.21;;;14.76;12.22;16.99;18.2;14.62;12.22;;11.35;15.03;11.32;34.32;19.03;;14.55;31.49;15.32;9.68;7.48;14.16;10.14;;38.5;5.25;10.56;;5.54;5.96;7.5;11.51;15.21;5.61;10.1;8.5;8.66;4.16;17.38;10.92;5.6;6.3;6.56;5.97;;8.28;5.84;41;5;37;32;9;25;15;22;12;9;14;12;15.1;19.6;25.1;10;7;18;23;;;15.4;10.1
NO2;uur;µg/m³;20130721 10:00;20130721 11:00;44.8;26.3;24.4;18.5;12.9;11.1;10;21.7;17.4;12.5;18.3;;7.9;12.3;9.53;18.85;10.76;;;12.6;9.92;18;17.86;14.75;12.68;;7.56;13.5;10.92;34.65;20.44;;13.21;30.73;21.77;14.02;5.92;13.85;8.22;;29.76;5.04;8.67;;3.95;4.43;5.78;7.24;17.6;4.16;7.78;6.7;5.57;2.87;18.33;8.03;3.55;4.43;6.73;4.01;;6.35;4.56;41;5;38;26;8;23;15;21;9;8;16;10;8.5;15.1;16.1;11;7;8;20;;;22.2;8.9
NO2;uur;µg/m³;20130721 11:00;20130721 12:00;26.9;16.1;15.2;17.3;10.4;12.1;8.8;16.8;13.1;10.3;10.3;;5.82;6.48;8.35;18.05;11.2;;;10.81;6.42;19.32;21.3;14.36;8.01;;9.98;10.76;9.89;39.11;12.68;;12.71;17.93;18;12.03;4.91;15.85;8.04;;26.62;4.92;7.14;;2.73;3.54;3.89;9.16;19.33;3.39;7.03;6.39;3.59;2.15;15.33;6.93;2.62;2.68;4.43;2.47;;4.98;4.86;36;4;33;22;4;20;14;17;9;6;11;9;10.5;15.1;14.1;10;6;9;16;;;28.9;12.7
NO2;uur;µg/m³;20130721 12:00;20130721 13:00;46.5;11.8;12.8;25.2;10.6;12.5;7.1;30.1;11.3;6.7;7.7;;5.04;4.8;8.14;22.12;12.67;;;12.24;4.71;18.79;17.61;13.11;6.26;;8.48;7.2;7.01;24.43;12.81;;10.99;13.41;8.1;12.76;3.5;30.74;6.7;;20.46;4.06;7.34;;2.51;3.36;3.02;8.49;14.58;2.71;6.07;4.97;2.92;2.16;20.06;5.65;2.67;2.4;2.95;1.35;;5.91;3.84;28;3;37;18;6;39;15;15;8;4;8;10;10.5;20.6;15.1;12;5;6;8;;;16.4;10.7
NO2;uur;µg/m³;20130721 13:00;20130721 14:00;48.5;11.2;12.2;33.8;11.7;8.6;12;38.6;11.9;8.9;7.9;;3.72;4.41;6.37;19.06;10.05;;;10.44;4.26;20.3;17.59;14.54;6.54;;6.21;6.23;6.55;11.59;14.25;;12.36;11.2;4.91;8.63;3.46;28.25;6.29;;26.6;3.48;6.63;;2.53;4.16;2.44;9.08;12.93;3.26;5.7;4.03;2.96;2.19;17.67;4.67;2.42;2.62;3.14;1.03;;6.25;3.14;24;3;35;13;6;42;17;15;7;5;6;11;10.5;11.5;9.5;11;4;8;5;;;16.4;8.3
NO2;uur;µg/m³;20130721 14:00;20130721 15:00;46.6;10;10.8;27.6;9.7;6.5;11.1;41.5;11.8;12.4;9.8;;3.42;4.31;5.32;16.79;10.48;;;5.86;3.46;21.07;16.64;15.26;6.73;;10.21;4.27;7.24;6.68;14.19;;10.08;11.44;6.48;4.99;3.07;17.96;7.16;;37.34;3.42;8.24;;2.69;3.54;2.58;10.87;14.63;5.26;5.82;3.82;2.87;2.3;15.86;5.23;2.47;2.65;3.26;1.05;;6.61;3.14;25;3;38;14;6;54;18;18;7;4;6;13;12.5;9.5;11.5;11;5;7;5;;;23.5;7.7
NO2;uur;µg/m³;20130721 15:00;20130721 16:00;53;9.8;10.4;22.2;8.8;6.3;10.5;30.8;10.1;13.9;8.9;;2.85;3.97;5.69;18.31;11.33;;;6.17;4.03;23;17.78;13.82;5.34;;7.47;3.53;7.2;7.3;16.01;;12.71;10.94;5.94;4.39;3.27;21.69;7.14;;31.57;3.5;6.75;;2.72;3.5;2.39;10.19;16.81;8.95;5.72;3.74;2.91;2.13;24.22;7.3;2.78;2.5;3.76;1.28;;8.67;5.29;24;3;35;14;5;53;18;13;8;5;4;12;8;11.5;9.5;12;4;6;5;;;20.1;7.6
NO2;uur;µg/m³;20130721 16:00;20130721 17:00;51.2;10;10.9;18;8.3;5.1;6.5;31.4;10.1;8.3;8.1;;3.59;4.34;4.91;16.36;11.01;;;4.26;4.29;25.06;18.52;11.04;4.5;;10.82;4.26;8;8.32;16.85;;13.03;10.41;5.6;5;3.49;24.92;6.97;;38.47;3.2;8.42;;2.75;3.02;3.25;9.63;18.12;6.16;5.5;4.12;3.05;2.28;17.79;8.67;3.43;2.63;3.88;1.09;;11.52;7.13;20;3;41;15;7;37;16;15;7;5;4;10;7;12.5;12.5;11;5;6;5;;;0;10.3
NO2;uur;µg/m³;20130721 17:00;20130721 18:00;37.9;12.7;11.7;22.7;8.5;5.2;5.8;29.1;10.2;6.5;10.4;;5.86;4.26;4.49;18.19;10.57;;;5.13;4.83;26.62;17.01;13.83;3.97;;9.44;5.49;15.5;8.02;17.04;;11.56;10.49;4.88;6;3.8;33.36;7.68;;48.41;3.74;8.87;;2.95;3.12;3.78;15.44;19.42;6.12;6.75;4.73;3.09;2.86;26.95;8.77;4.04;2.64;4.59;1.13;;11.74;7.32;23;4;36;14;7;33;15;14;7;5;4;13;9;13.5;14.5;13;6;5;4;;;14.7;10
NO2;uur;µg/m³;20130721 18:00;20130721 19:00;45.1;17.2;13.2;26.3;9.2;6.1;6.1;27.8;15.6;9.7;16.8;;9.84;5.17;5.08;24.07;12.02;;;8.53;4.41;26.19;22.83;17.54;5.37;;13.85;6.77;11.8;10.8;18.18;;11.87;10.6;5.19;6.81;9.81;38.49;9.29;;43.79;4.97;8.07;;3.38;3.97;6.3;16.83;37.11;12.07;8.04;5.38;3.25;3.02;31.07;14.17;3.56;3.31;6.16;1.86;;14.41;10.84;35;5;43;14;10;33;19;17;7;9;4;8;8;;13.5;15;8;5;5;;;23.8;13.3
NO2;uur;µg/m³;20130721 19:00;20130721 20:00;46;26.2;16.2;27.5;12.5;9;8.2;35.2;23.3;34.5;15.6;;17.97;9.29;7.49;26.72;13.04;;;12.06;4.65;29.51;22.14;26.1;7.96;;10.89;13.82;11;21.37;18.39;;14.09;14.24;10.58;8.31;8.54;35.58;20.91;;43.36;4.14;22.38;;10.15;6.29;10.17;22.62;42.56;16.72;10.68;8.67;4.32;4.98;45.13;26.12;8.37;5.03;6.58;3.49;;11.24;6.89;48;7;58;14;;58;17;19;11;13;6;14;9;19.5;23.5;21;9;12;8;;;21;23.1
NO2;uur;µg/m³;20130721 20:00;20130721 21:00;45.5;36.9;20.7;37;23.7;13;17.7;41.4;40.2;36.5;19.6;;20.66;19.91;14.98;44.35;15.45;;;22.12;13.65;32.63;41.22;29.33;15.19;;17.34;24.51;19.64;18.95;28.04;;20.16;36.5;15.91;15.91;7.32;38.32;42.05;;48.45;4.35;25.65;;13.12;13.28;13.8;27.85;69.99;19.25;18.82;11.22;5.18;11.87;56.08;33.61;8.17;7.07;6.6;5.29;;10.67;6.79;77;9;84;22;;56;31;38;14;18;12;24;10;31.5;38.1;25;10;15;10;;;32.6;39.2
NO2;uur;µg/m³;20130721 21:00;20130721 22:00;55.3;42.3;34.1;42.9;26.5;12.3;28;55.1;47.8;47.6;30.5;;42.3;37.51;14.32;40.11;18.27;;;34.19;18.09;29.31;35.35;38.55;16.62;;24.5;19.62;37.25;17.73;36.59;;22.91;54.11;19.65;25.71;7.33;42.86;72.87;;27.07;4.84;36.05;;19.51;9.73;18.02;24.74;58.85;16.56;34.21;24.24;6.22;25.75;65.58;27.65;7.13;8.46;10.19;8.79;;9.88;5.04;24;;48;15;17;37;20;18;13;17;9;16;12;20.5;28.5;26;18;24;10;;;34.3;43
NO2;uur;µg/m³;20130721 22:00;20130721 23:00;57.8;45.4;50.9;58.6;35.7;12.7;27.1;44.6;49.6;80.5;37.9;;30.97;48.84;12.64;46.64;29.8;;;28.76;18.32;24.72;27.7;53.91;21.09;;78.56;18.48;32.34;19.45;41.36;;34.72;69.61;41.3;28.41;12.26;51.64;55.27;;23.94;5.93;30.62;;23.16;7.52;15.93;30.84;54.06;44;46.13;29.82;10.31;23.71;56.47;30.78;11.31;10.14;8.49;8.45;;12.94;5.75;78;8;62;18;21;27;28;19;12;11;7;22;25;21.5;15.5;23;10;20;;;;29.2;36.3
NO2;uur;µg/m³;20130721 23:00;20130722 00:00;82.7;48.5;63.3;44.6;31;21.9;36.3;38.1;60.7;74.7;32.8;;20.04;;11.78;36.59;22.91;;;27.67;18.59;22.59;27.16;57.86;23.79;;39.29;19.3;26.88;42.04;38.21;;32.65;76.79;40.28;45.29;19.68;45.86;43.48;;21.17;6.12;24.45;;23.06;8.63;15.33;29.7;44.46;44.65;46.78;38.23;12.94;21.89;51.33;24.44;12.48;9.45;8.3;11.65;;19.4;8.05;61;8;54;18;20;28;19;23;14;13;8;16;26;23.5;17.5;20;10;20;8;;;31.2;33.8
NO2;uur;µg/m³;20130722 00:00;20130722 01:00;92.3;56.9;60.7;39.7;32.4;21.7;28.8;44.5;51.7;40.4;44.6;;31.67;;12.1;27.11;19.69;;;38.97;21.92;18.8;19.98;42.51;23.97;;23.97;20.13;;26.85;26.17;;23.91;63.61;43.68;44.54;19.75;39.38;35.23;;20.63;6.69;18.71;;20.33;11.11;19.47;27.26;26.86;31.28;27.95;33.51;;29.1;35.74;24.44;16.9;10;9.95;13.94;;18.02;8.84;46;8;44;13;21;24;21;21;17;13;9;22;33;25.5;17.5;23;9;37;8;;;29.9;26.5
NO2;uur;µg/m³;20130722 01:00;20130722 02:00;77.6;75.5;74;31.9;28.4;18.7;31;47.7;53;45;39.5;;29.4;44.23;10.97;21.92;18.75;;;41.09;23.83;19.25;20.81;37.3;22.48;;42.94;18.62;;33.73;24.49;;23.16;65.67;36.91;40.65;20.25;28.98;32.2;;24.23;6.49;19.82;;17.71;10.6;19.48;19.44;21.19;15.38;18.23;28.59;12.82;28.5;32.68;18.17;17.45;9.02;8.5;12.57;9.01;14.1;7.94;28;8;36;14;22;13;21;24;13;15;9;22;36.5;31.1;18.5;29;8;35;8;;;36.4;28.4
NO2;uur;µg/m³;20130722 02:00;20130722 03:00;82.8;81.3;57.7;32.8;27;21.2;31.6;45.8;52.7;41.4;34.2;;24.79;37.6;9.78;30.71;16.98;;;34.5;23.09;21.04;24.16;39.99;22.78;;25.23;23.5;;26.67;23.7;;21.95;50.26;26.92;36.91;20.71;23.99;23.77;;24.97;7.41;15.36;;16.14;8.93;16.39;18.63;20.54;29.03;16.39;25.76;14.04;24.67;25.97;16.16;15.94;9.03;7.62;13.3;8.8;10.13;8.03;36;8;30;15;24;15;24;29;13;13;10;33;40.5;29.1;23.5;27;9;29;8;;;27.3;24.4
NO2;uur;µg/m³;20130722 03:00;20130722 04:00;89;83.7;59.8;33.5;28.2;23.8;25.8;46.7;49.5;36.6;36.4;;22.27;38.79;8.51;44.41;23.57;;;34.64;22.32;22.6;30.28;51.55;22.27;;22.05;34.88;;26.56;21.86;;20.36;47.38;30.1;41.95;21.99;23.06;21.93;;30.58;8.19;18.92;;15.52;9.91;13.55;20.23;25.54;18.2;17.84;26.57;13.76;22.28;23.18;19.08;14.9;10.46;7.01;13.36;9.38;11.33;10.39;40;9;42;13;26;20;33;42;16;15;13;32;39.5;36.1;39.5;31;14;24;10;;;22.3;18.8
NO2;uur;µg/m³;20130722 04:00;20130722 05:00;105.3;85.1;63;39.6;31.6;28.2;26.8;42.2;70.5;36.2;27.4;;26.96;38.33;9.4;59.94;30.18;;;45.66;20.53;26.24;29.7;77.64;21.42;;25.91;39.13;;17.47;21.67;;23.22;63.64;36.63;34.5;25.25;25.48;20.91;;34.31;8.33;23.27;;15.58;11.89;13.87;23.1;40.84;24.31;20.52;28.54;12.95;26;51.85;38.36;20.63;13.47;11.05;12.15;9.15;18.58;9.04;42;12;55;25;30;26;34;52;28;18;21;31;38.5;78;57.6;38;20;25;13;;;30.2;21.5
NO2;uur;µg/m³;20130722 05:00;20130722 06:00;107.3;93.6;60.4;73.4;51.9;48.7;33.6;72.2;78.4;54.6;24;;24.44;37.5;8.05;74.06;42.91;;;47.73;19.06;35.79;38.86;71.24;23.21;;33.19;44.12;;14.37;30.18;;43.72;69.72;36.65;42.13;30.58;42.3;42.9;;47.53;8.18;37;;15.95;12.95;19.4;29.63;64.61;23.35;30.45;34.59;16.01;30.37;58.54;27.45;20.51;16.06;13.23;10.84;10.92;19.36;11.56;52;20;87;45;34;31;42;64;28;23;34;60;42.1;152.2;78.4;57;39;22;33;;;31.9;32.1
NO2;uur;µg/m³;20130722 06:00;20130722 07:00;127.3;103.4;75.2;82.7;73.1;49.8;58.8;70.4;72.3;58;28.2;;22.31;38.44;11.19;88.47;32.73;;;44.5;13.11;45.51;52.56;87.17;40.73;;28;40.55;;13.21;51.34;;76.71;72.93;50.16;38.79;34.39;57.23;47.06;;59.48;7.16;37.71;;28.89;13.18;22.77;49.14;89.12;26.21;55.79;39.03;17.94;24.16;74.87;32.75;16.96;21.75;11.77;14.29;13.36;21.18;11.26;68;25;102;60;34;52;50;62;47;43;44;61;45.6;116.5;114.4;35;32;30;27;;;41.3;32.4
NO2;uur;µg/m³;20130722 07:00;20130722 08:00;140.7;92.7;100.2;99.6;84.3;51.1;63.1;87.1;82.9;55;69.3;;23.88;41.26;23.87;109.36;45.61;;;37.05;17.42;53.33;57.15;75.14;58.69;;37.22;31.75;;38.17;66.92;;84.76;77.91;57.33;31.72;39.71;70.27;41.23;;72.04;10.27;46.59;;27.53;14.84;26.05;74.64;74.68;24.33;64.28;37.17;23.2;20.27;69.87;42.69;18.51;17.67;11.73;14.32;12.96;23.41;9.53;66;20;109;77;50;62;40;71;44;54;34;45;42.6;96.6;92.7;;24;95;30;;;49.4;34.5
NO2;uur;µg/m³;20130722 08:00;20130722 09:00;139.7;75;124.5;111;83.2;58.4;68.1;95.4;99.6;53.3;79.2;;19.78;31;12.35;84.7;35.45;;;28.86;14.21;48.11;48.49;69.6;42.34;;38.45;20.36;;34.39;67.8;;86.22;98.47;50.79;26.54;34.51;77.39;38.9;;81.09;9.22;50.77;;32.09;17.7;34.19;57.43;62.59;23.97;49.32;35.16;27.9;18.18;82.34;47;19.07;13.69;11.79;13.42;11.35;18.98;7.41;77;17;112;74;49;56;41;75;35;54;39;47;50.2;76.9;102.1;30;21;97;54;;;62.8;41.8
NO2;uur;µg/m³;20130722 09:00;20130722 10:00;117.2;114.7;108;94.4;75.6;45;76.4;80.3;85.1;90.2;61.6;;14.38;17.4;8.02;50.67;18.82;;;20.74;17.45;31.62;41.1;61.37;24.12;;55.46;17.82;;37.12;53.77;;82.24;90.82;34.37;64.26;27.43;58.09;72.04;;92.75;9.04;36.77;;23.78;17.37;24.66;39.97;52.01;62.73;29.1;29.4;24.2;15.6;79.58;44.2;13.97;11.46;10.74;11.98;10.25;15.81;6.94;65;16;120;70;56;62;51;63;38;49;61;56;43.7;75.4;99.1;34;22;89;77;;;56.1;41.9
NO2;uur;µg/m³;20130722 10:00;20130722 11:00;101.7;118.7;92.3;77.6;40.1;28.3;47.9;72.3;69.2;90.5;43.8;;10.54;12.29;14.24;43.73;10.81;;;22.29;20.51;28.76;38.38;33.69;18.32;;43.13;17.29;40.48;37.41;40.51;;40.5;80.45;24.57;48.25;20.03;48.93;41.63;;87.68;7.38;24.45;;15.65;9.77;18.01;19.64;45.61;31.01;16.82;22.82;24.99;9.83;84.77;29.4;10.2;13.89;8.18;7.86;8.95;17.26;6.47;49;14;115;45;42;70;36;43;26;51;28;69;13.5;65.3;70.3;43;18;47;20;;;;31
NO2;uur;µg/m³;20130722 11:00;20130722 12:00;152.3;65.3;55;67.5;27.5;16.6;20.5;;41.6;73.8;23.9;;7.81;9.01;18.16;36.04;12.27;;;12.33;6.64;29.71;34.62;30.94;10.35;;23.34;15.64;24.46;13.12;29.58;;30.96;80.26;29.49;20.07;20.56;37.56;16.73;;87.83;5.17;20.82;;10.21;4.79;11.38;16.83;33.84;16.62;13.55;16.53;22.66;8.71;63;22.79;10.26;9.83;5.23;4.43;;15.49;5.36;50;9;102;43;21;59;27;41;20;20;16;27;9;29.6;52.2;29;12;19;10;;;29.4;17.2
